event_type,product_id,category_id,brand,price,user_id,main_category,sub_category,year,month,day,weekday
2,7.121482438964336e-05,2.782358876629587e-08,83,28.275607862608364,0.8583838500533831,7,97,2019,10,30,2
2,0.16581674411976838,7.394494971890708e-08,428,8.62322445492404,0.9182824863069834,7,97,2019,10,9,2
2,0.46326515080858743,1.0368740532840093e-07,467,16.203703280423277,0.9891940051116037,7,97,2019,10,22,1
2,0.02565735419730534,9.621752283806018e-08,366,7.692853826766761,0.8332017318710749,2,64,2019,10,7,0
2,0.013689007220902848,1.788659176327201e-08,301,18.956792977716457,0.9806660161692395,7,121,2019,10,15,1
2,0.2683716468860626,6.270586538903444e-08,164,6.024118192731613,0.8846977623186063,8,52,2019,10,25,4
0,0.19315983492109687,3.337459730801129e-08,391,15.59967948388684,0.8306838120669391,5,104,2019,10,23,2
2,5.897531064432901e-05,2.782358876629587e-08,654,25.361979418018617,0.9861282262892919,7,97,2019,10,20,6
2,0.005227041612432173,5.4687738781922235e-08,111,28.275607862608364,0.965263243822011,4,74,2019,10,21,0
2,0.4308310205894605,9.3681876478513e-08,705,19.10366456991956,0.8546970623495125,7,97,2019,10,31,3
2,0.032478438626428435,2.0833422098576193e-08,537,8.33486652562595,0.8351496554609505,2,62,2019,10,3,3
2,0.13505987173536613,7.05869496187006e-09,304,3.4365680554879168,0.8291198803601623,9,113,2019,10,13,6
2,0.027369928841244895,9.594339900331761e-08,508,12.458330546265016,0.9218039800643107,7,97,2019,10,21,0
2,0.1162250378877909,3.508787216333076e-08,200,5.510898293381942,0.8303271657406617,7,97,2019,10,23,2
2,3.998355118756125e-05,2.782358876629587e-08,83,28.275607862608364,0.832333186166655,7,97,2019,10,2,2
2,0.4189715813533812,8.189454447915523e-08,559,2.5377155080899043,0.8480841803332977,7,97,2019,10,10,3
2,0.04786754165742436,1.1396705446031774e-07,234,7.454528824815154,0.9519013606453297,2,46,2019,10,27,6
2,0.07008448136325482,9.11462194608248e-09,83,24.20743687382041,0.8414725189226964,7,24,2019,10,18,4
2,0.06837226569946703,1.1335027494396854e-07,303,9.624967532412771,0.8361459989056854,2,84,2019,10,12,5
2,6.37788069605752e-05,2.782358876629587e-08,654,12.406852945046138,0.9099442067493317,7,97,2019,10,16,2
2,0.3709306009997837,3.2209570122176956e-08,518,9.326842981416595,0.9742264235652209,7,97,2019,10,9,2
2,0.2290470806913534,5.1192657224419236e-08,638,3.926830783214372,0.8459398523202903,7,97,2019,10,4,4
2,0.20004623664354518,1.089642864826601e-08,331,6.417943595888016,0.9934464320996155,7,97,2019,10,26,5
2,0.027356355972650223,9.594339900331761e-08,366,20.384552975231024,0.902106535136423,7,97,2019,10,12,5
2,0.17948607580949685,1.9599866618591477e-08,712,18.222239159883728,0.8451195122228485,7,97,2019,10,22,1
2,5.606928084446114e-05,2.782358876629587e-08,83,27.045702061510625,0.8207813081232354,7,97,2019,10,24,3
2,0.06501092940713438,1.9873990453334045e-08,83,12.67162183779172,0.833766809077972,7,8,2019,10,31,3
2,0.023936830707148506,9.409306045427002e-08,616,7.155417527999327,0.8380566424728888,2,58,2019,10,25,4
2,0.2205502256309914,4.180391144359419e-08,555,8.7965902484997,0.8418174880110754,5,27,2019,10,24,3
2,6.095824862541177e-05,2.782358876629587e-08,654,22.108595613471245,0.8244018871188052,7,97,2019,10,19,5
2,0.2564082914431987,4.899966654647869e-08,571,7.891767862779544,0.9798527668924184,7,97,2019,10,14,0
2,0.20003804847722673,1.089642864826601e-08,331,6.556675987114202,0.9442647530426489,7,97,2019,10,8,1
2,2.6496154057597393e-05,2.782358876629587e-08,83,23.244354153213205,0.8446387199953937,7,97,2019,10,22,1
2,0.0290758367109377,9.546368318069653e-08,178,18.132567385784068,0.9979321909879408,2,65,2019,10,30,2
2,2.676966274464329e-05,2.782358876629587e-08,83,21.438983184843444,0.9312343757076893,7,97,2019,10,20,6
2,0.2461422796292645,0.13881224024634164,693,8.64002314811714,0.9103730450795462,7,97,2019,10,21,0
2,0.46325009073650697,1.0368740532840093e-07,157,7.525290692059676,0.8329746692938711,7,97,2019,10,26,5
2,0.02906795624189218,9.546368318069653e-08,610,26.362283664356543,0.8728596007073766,2,65,2019,10,9,2
2,6.131722877716211e-05,2.782358876629587e-08,654,13.018448448259877,0.914508470201415,7,97,2019,10,12,5
2,3.998355118756125e-05,2.782358876629587e-08,83,28.275607862608364,0.9507294961089254,7,97,2019,10,21,0
2,6.507797322404668e-05,2.782358876629587e-08,654,16.029036153181515,0.8213198612708219,7,97,2019,10,26,5
2,5.552226347036934e-05,2.782358876629587e-08,83,28.275607862608364,0.8338074016978949,7,97,2019,10,5,5
2,0.05469936130251401,1.0279670448198885e-09,593,13.73644786689776,0.8723915433542917,2,39,2019,10,19,5
2,6.396684418292012e-05,2.782358876629587e-08,654,11.2307613277106,0.9612559490305428,7,97,2019,10,23,2
2,2.6564531229358868e-05,2.782358876629587e-08,83,23.07747819845141,0.9308849199790583,7,97,2019,10,24,3
2,0.04272156118211549,2.501381501929245e-08,222,12.558264211267415,0.8428621501434173,7,97,2019,10,28,0
2,0.6478578047481656,0.26718520723161276,247,8.78635305459552,0.8238778615061493,7,97,2019,10,10,3
2,6.615491367929077e-05,2.782358876629587e-08,654,26.017109754928583,0.8894439492215027,7,97,2019,10,1,1
2,5.5864149329176715e-05,2.782358876629587e-08,83,27.5083623649246,0.8223430214541425,7,97,2019,10,24,3
2,3.98638911369778e-05,2.782358876629587e-08,83,26.382380483951785,0.9311552857853811,7,97,2019,10,25,4
2,0.04784911400963462,1.1396705446031774e-07,222,11.218288639538564,0.8431460756475218,2,46,2019,10,6,6
2,0.03588880135091411,2.4808223031413945e-08,234,11.343720729989784,0.8378550529703257,2,51,2019,10,20,6
2,0.025648225844875173,9.621752283806018e-08,107,6.59545297913646,0.8558115916810944,2,64,2019,10,30,2
2,0.08545760123035148,7.010721247979745e-08,293,9.07579197646134,0.8293654016871057,3,0,2019,10,3,3
2,0.02394809584619622,9.409306045427002e-08,454,7.270488291717414,0.8371357470890268,2,58,2019,10,6,6
2,0.06500816013167804,1.9873990453334045e-08,712,6.938299503480662,0.8592201744303292,7,8,2019,10,22,1
2,0.03759416220323282,2.528793885403502e-08,452,6.788225099390856,0.8261881752530773,2,61,2019,10,9,2
1,0.03589567325667614,2.4808223031413945e-08,234,13.229134514396623,0.8263667229145237,2,51,2019,10,25,4
2,3.9761325379333856e-05,2.782358876629587e-08,83,24.035390573069535,0.9760865999128654,7,97,2019,10,20,6
2,5.5710300692714265e-05,2.782358876629587e-08,83,28.275607862608364,0.9092461334190849,7,97,2019,10,3,3
2,7.058233555085058e-05,2.782358876629587e-08,83,28.275607862608364,0.8955059090648552,7,97,2019,10,11,4
2,0.06324300344265385,7.086105568987477e-08,691,12.427389106324789,0.8348580371481706,3,5,2019,10,9,2
2,3.9880985429917304e-05,2.782358876629587e-08,83,26.640570564460518,0.978068357892129,7,97,2019,10,13,6
1,7.07703727731955e-05,2.782358876629587e-08,83,28.275607862608364,0.8763994667410213,7,97,2019,10,18,4
2,0.18289419918160732,1.932574278384891e-08,6,24.27879733429974,0.9835180892321771,7,7,2019,10,25,4
2,4.959054382005709e-05,2.782358876629587e-08,654,26.03132728079765,0.9701212574893217,7,97,2019,10,16,2
2,2.661581410817737e-05,2.782358876629587e-08,83,23.07747819845141,0.8331802631810623,7,97,2019,10,25,4
2,0.20004623664354518,1.089642864826601e-08,331,6.417943595888016,0.9989885037509743,7,97,2019,10,31,3
2,0.3589665788794951,7.43561336946641e-08,317,21.821548982599747,0.8357193623218364,7,97,2019,10,6,6
2,0.04615389007302955,1.1239083974601272e-07,737,15.344054223053304,0.9488201230358486,2,42,2019,10,24,3
2,2.676966274464329e-05,2.782358876629587e-08,83,21.5072080940321,0.9641659293532494,7,97,2019,10,2,2
2,0.24273812213311613,1.0279649131916813e-08,389,8.069696400732806,0.9217862496868581,7,97,2019,10,10,3
2,0.044450289932883705,9.464131167646883e-08,222,19.64306493396588,0.8339595849432717,2,69,2019,10,18,4
2,0.16922274779955426,2.323200831710892e-08,766,10.53707739366092,0.9797438469653506,2,63,2019,10,15,1
2,5.897531064432901e-05,2.782358876629587e-08,654,26.30855374208168,0.8425693810689416,7,97,2019,10,2,2
2,0.3487228238349693,7.641206423159019e-08,281,8.813625814612282,0.8431310558792651,7,24,2019,10,17,3
2,0.01196703071584608,6.578975586535307e-09,651,10.750813922675809,0.9755461476758913,4,77,2019,10,29,1
2,7.073618418731303e-05,2.782358876629587e-08,83,28.275607862608364,0.8335932369642032,7,97,2019,10,16,2
2,5.5864149329176715e-05,2.782358876629587e-08,83,27.038491082159155,0.8207401002116543,7,97,2019,10,3,3
2,0.03759708532732563,2.528793885403502e-08,452,7.173562573784381,0.9032868075501861,2,61,2019,10,9,2
2,0.030764205836073664,9.484690366434734e-08,93,17.2043599125338,0.8254630856301932,2,65,2019,10,27,6
2,0.0700822249165867,9.11462194608248e-09,654,12.416118556135006,0.9872193279752584,7,24,2019,10,21,0
2,0.10087872187202473,6.606388325280932e-08,719,14.510685717773644,0.878830001826119,8,72,2019,10,13,6
2,0.06153424082604,9.57378070154391e-08,448,28.275607862608364,0.9519887486902685,2,55,2019,10,16,2
0,0.06501092940713438,1.9873990453334045e-08,83,12.721242077721811,0.8569882222334224,7,8,2019,10,5,5
2,0.5777746054568813,0.07718738263362823,268,9.824459272652108,0.9814530373919259,7,97,2019,10,16,2
2,0.1931571511171052,3.337459730801129e-08,344,5.267826876426369,0.8388277592376914,5,104,2019,10,11,4
2,0.04444613601969919,9.464131167646883e-08,683,13.79202668210876,0.8330576671496828,2,69,2019,10,30,2
2,0.06500964733516384,1.9873990453334045e-08,654,6.242595614005444,0.9682832881816794,7,8,2019,10,9,2
2,0.19486032389992758,3.2894881485390215e-08,54,8.758424515859002,0.8566648415674867,5,104,2019,10,23,2
2,0.03589933143536539,2.4808223031413945e-08,765,28.275607862608364,0.8316517755996866,2,51,2019,10,14,0
2,0.2000453135517264,1.089642864826601e-08,331,7.677890335241837,0.9716175902612407,7,97,2019,10,7,0
2,0.08545946450828198,7.010721247979745e-08,45,6.2136945531623935,0.8220611347272615,3,0,2019,10,4,4
2,0.1521251898492174,2.80977019428974e-09,465,28.275607862608364,0.8210610596217682,7,120,2019,10,17,3
1,5.5864149329176715e-05,2.782358876629587e-08,83,27.127661159783017,0.880182978293528,7,97,2019,10,9,2
2,2.676966274464329e-05,2.782358876629587e-08,83,21.50441815069638,0.9594333420589451,7,97,2019,10,3,3
2,0.027365945870989783,9.594339900331761e-08,104,11.118003417880388,0.9063519777326414,7,97,2019,10,23,2
2,7.054814696496811e-05,2.782358876629587e-08,83,28.275607862608364,0.9654677368360196,7,97,2019,10,16,2
2,0.4738387231411051,1.0492096080838564e-07,108,9.286010984270913,0.8208867524839107,1,89,2019,10,18,4
2,0.05639757674038364,1.3020908795624564e-09,448,9.461500938011897,0.8321503347895036,7,97,2019,10,24,3
2,0.10428346057413304,2.6452966039869352e-08,304,13.422369388450011,0.8296830850848786,8,15,2019,10,17,3
2,0.4632477317240812,1.0368740532840093e-07,736,1.794435844492636,0.937036376488491,7,97,2019,10,2,2
2,0.00523709305668112,5.4687738781922235e-08,1,26.84604253889202,0.9624540349692798,4,74,2019,10,12,5
2,5.576158357153624e-05,2.782358876629587e-08,83,28.275607862608364,0.822760947503655,7,97,2019,10,19,5
2,0.24272639544815905,1.0279649131916813e-08,222,10.608487168300671,0.8234442172492007,7,97,2019,10,14,0
2,0.8735017877895329,0.6918888303452277,721,11.17228714274745,0.9561758649632104,7,97,2019,10,22,1
2,0.00522382788535938,5.4687738781922235e-08,1,26.605262637305422,0.865992157565697,4,74,2019,10,5,5
2,0.2820448418859956,5.331711605549572e-08,387,2.2693611435820435,0.9155629803261855,7,97,2019,10,27,6
2,0.008535505256700212,5.96219607018611e-09,651,10.884851859350222,0.9218794514064899,4,79,2019,10,13,6
2,7.10609757531809e-05,2.782358876629587e-08,83,28.275607862608364,0.8325134466670412,7,97,2019,10,12,5
2,0.42563160335441996,9.388746846639151e-08,47,5.556977595779922,0.8338222485193072,4,25,2019,10,29,1
2,0.06497639893539478,1.9873990453334045e-08,83,13.228378585450296,0.8745956544351496,7,8,2019,10,13,6
2,0.044433349488579785,9.464131167646883e-08,683,13.960300856356929,0.9004141371832597,2,69,2019,10,10,3
2,2.829105481633523e-05,2.782358876629587e-08,83,18.929078160333116,0.8284547667073785,7,97,2019,10,31,3
2,0.47383058625766544,1.1156846824178501e-07,150,8.474668135095321,0.9229004564060572,7,97,2019,10,22,1
2,0.013688973032316965,1.788659176327201e-08,301,11.55811403300729,0.9713136062490857,7,121,2019,10,23,2
2,0.01369446030035083,1.788659176327201e-08,104,13.298120167903432,0.8240516498034736,7,121,2019,10,29,1
2,0.029053802167337536,9.546368318069653e-08,683,18.22031832872302,0.8890879813789996,2,65,2019,10,27,6
0,0.06501092940713438,1.9873990453334045e-08,83,12.64199351368288,0.8831885117477702,7,8,2019,10,26,5
2,0.08204057173161905,1.404885452416238e-08,712,7.209022125087424,0.9383577702013903,7,11,2019,10,11,4
2,0.2085403566170367,4.0570352410895794e-08,247,21.4653208687874,0.8222681487741172,8,15,2019,10,5,5
2,7.10609757531809e-05,2.782358876629587e-08,83,28.275607862608364,0.9511559697236327,7,97,2019,10,23,2
2,2.676966274464329e-05,2.782358876629587e-08,83,21.42335174523352,0.8771075909436492,7,97,2019,10,26,5
2,2.642777688583592e-05,2.782358876629587e-08,83,23.093072554339752,0.8713798342476113,7,97,2019,10,21,0
2,0.06501092940713438,1.9873990453334045e-08,83,12.7216351150314,0.8452456370350341,7,8,2019,10,4,4
2,0.19999597942230044,1.089642864826601e-08,331,7.156814934033156,0.9749508114230248,7,97,2019,10,13,6
2,2.642777688583592e-05,2.782358876629587e-08,83,23.10930548502053,0.8276402269810261,7,97,2019,10,19,5
2,0.04956962040549851,8.223715042277036e-10,96,11.7285975291166,0.9575398767696528,2,43,2019,10,30,2
2,2.642777688583592e-05,2.782358876629587e-08,83,22.830900113661748,0.972678532678263,7,97,2019,10,8,1
2,0.09061588959657743,2.1313141473910946e-08,452,4.535416188179426,0.8230269031654454,2,60,2019,10,11,4
2,0.03759949562263022,2.528793885403502e-08,222,10.761505470890214,0.8681998705971798,2,61,2019,10,31,3
2,0.2888773965856817,6.496738791383905e-08,662,14.606847709208171,0.8766188365095497,5,105,2019,10,23,2
2,0.07007566070809759,9.11462194608248e-09,83,18.278676100855883,0.9749991434142351,7,24,2019,10,10,3
2,0.08374706080727184,7.038133631454002e-08,544,28.016959149772127,0.924190333882464,7,97,2019,10,8,1
2,0.6871740631165058,0.2979963489230748,105,10.520456263869928,0.8942968410014982,7,97,2019,10,5,5
2,0.05983857243781849,9.518955934595397e-08,222,15.049584711878266,0.8322505275527305,2,57,2019,10,17,3
2,0.06836156467208634,1.1335027494396854e-07,707,14.507239572020586,0.8279451987857349,2,84,2019,10,10,3
2,0.013687742243225259,1.788659176327201e-08,635,22.1092740722078,0.8390961428071051,7,121,2019,10,4,4
2,5.593252650093819e-05,2.782358876629587e-08,83,28.275607862608364,0.8396601224667204,7,97,2019,10,12,5
2,2.829105481633523e-05,2.782358876629587e-08,83,18.934360300786505,0.9256880602068409,7,97,2019,10,19,5
2,3.979551396521633e-05,2.782358876629587e-08,83,24.106430677310986,0.825703654690765,7,97,2019,10,13,6
2,0.0888789897737837,5.482476694851357e-10,452,5.782732917920384,0.9564027080309576,2,40,2019,10,16,2
2,0.20007199774300632,1.089642864826601e-08,331,6.477653896280659,0.8715666933352919,7,97,2019,10,24,3
2,0.025651029308917397,9.621752283806018e-08,107,9.3,0.9256941233240976,2,64,2019,10,11,4
2,0.09571836509635301,1.6036253214224416e-08,759,9.188579868510692,0.8469121095910406,4,29,2019,10,24,3
2,0.029053990204559885,9.546368318069653e-08,683,17.720327310746832,0.8726902425099898,2,65,2019,10,21,0
2,0.19317104877726576,3.337459730801129e-08,54,6.769047200308179,0.923597668327983,5,104,2019,10,2,2
2,0.044452768605360064,9.464131167646883e-08,265,15.219724044804492,0.8453711299260573,2,69,2019,10,16,2
2,7.054814696496811e-05,2.782358876629587e-08,83,28.275607862608364,0.8271646032034985,7,97,2019,10,24,3
2,0.19486244359225216,3.2894881485390215e-08,344,9.286010984270913,0.918861359350623,5,104,2019,10,4,4
2,0.04445311049121887,9.464131167646883e-08,104,9.682458365518542,0.8594098937927441,2,69,2019,10,4,4
2,0.005223468905207633,5.4687738781922235e-08,377,28.275607862608364,0.9331276946573441,4,74,2019,10,3,3
2,0.013689314918175773,1.788659176327201e-08,452,13.756453031214114,0.8812372988419499,7,121,2019,10,30,2
2,0.013690733744489824,1.788659176327201e-08,768,19.64306493396588,0.9113023150817583,7,121,2019,10,6,6
2,0.0444555378808164,9.464131167646883e-08,265,19.28548677114477,0.8280181258137607,2,69,2019,10,23,2
2,7.073618418731303e-05,2.782358876629587e-08,83,28.275607862608364,0.9740480754578258,7,97,2019,10,9,2
2,7.075327848025253e-05,2.782358876629587e-08,83,28.275607862608364,0.8838560533081774,7,97,2019,10,23,2
2,3.9761325379333856e-05,2.782358876629587e-08,83,23.982910582329243,0.9015694852960228,7,97,2019,10,25,4
2,0.191467995654494,0.5219838126735716,564,23.021728866442675,0.982833003544765,11,19,2019,10,31,3
2,5.5864149329176715e-05,2.782358876629587e-08,83,27.57734577511041,0.9531161592358581,7,97,2019,10,20,6
2,0.005232443409001336,5.4687738781922235e-08,1,25.35231744831229,0.8806275581124845,4,74,2019,10,4,4
2,4.769307730367531e-05,2.782358876629587e-08,654,22.03497220329538,0.848369479434455,7,97,2019,10,30,2
2,5.682142973384083e-05,2.782358876629587e-08,229,10.72706856508338,0.962341107331683,7,97,2019,10,11,4
2,0.46838795142266915,1.1424117829506031e-07,740,8.021845174272562,0.8247419072667135,0,12,2019,10,10,3
2,6.906094347915517e-05,2.782358876629587e-08,654,9.786725703727472,0.8237704149531597,7,97,2019,10,4,4
2,0.1026519128787309,6.633801064026557e-08,149,20.85713307240475,0.8731573652849347,9,22,2019,10,24,3
2,0.013687742243225259,1.788659176327201e-08,635,22.11447489767731,0.8394818076183337,7,121,2019,10,21,0
2,0.06497665534978889,1.9873990453334045e-08,120,13.405222862750175,0.9676222953200537,7,8,2019,10,3,3
2,2.829105481633523e-05,2.782358876629587e-08,83,18.94280866186427,0.9380661718440155,7,97,2019,10,3,3
2,0.027355005523507933,9.594339900331761e-08,365,12.934063553268942,0.8443094025964337,7,97,2019,10,12,5
2,0.09914886489792246,1.6310377048966984e-08,759,11.195534824205586,0.9270061346706879,4,28,2019,10,18,4
2,0.04956844089928563,8.223715042277036e-10,96,10.017983829094554,0.8301937505538042,2,43,2019,10,22,1
2,0.20002141573019575,1.089642864826601e-08,331,7.610519036176179,0.9623481382860883,7,97,2019,10,17,3
2,0.31451863086474424,9.42986559948622e-08,222,22.68391500601252,0.8310688549347078,7,97,2019,10,24,3
2,0.030764205836073664,9.484690366434734e-08,93,17.2043599125338,0.8926638070526778,2,65,2019,10,14,0
2,6.576174494166143e-05,2.782358876629587e-08,229,6.034069936618235,0.9729275528529049,7,97,2019,10,11,4
2,0.04956755199605272,8.223715042277036e-10,96,13.930183056945088,0.9229973066389259,2,43,2019,10,12,5
2,0.806841635188096,0.765054833749808,324,6.109009739720506,0.8782002391735126,1,37,2019,10,27,6
2,0.00523353744374952,5.4687738781922235e-08,651,16.195678435928517,0.8208593969493867,4,74,2019,10,21,0
2,3.979551396521633e-05,2.782358876629587e-08,83,24.106430677310986,0.9770643050092145,7,97,2019,10,12,5
2,5.9197536452552935e-05,2.782358876629587e-08,83,28.275607862608364,0.9347852471472602,7,97,2019,10,26,5
2,0.41896742744019666,8.189454447915523e-08,559,7.57231800705702,0.8266723732030066,7,97,2019,10,28,0
2,0.20855022002406332,4.0570352410895794e-08,249,10.145935146648632,0.826638169638624,8,15,2019,10,17,3
2,0.07008403691163836,9.11462194608248e-09,27,7.352550577860719,0.9593527953920629,7,24,2019,10,3,3
2,6.133432307010162e-05,2.782358876629587e-08,654,13.013454575937937,0.9192935269075921,7,97,2019,10,10,3
2,0.005234443441275358,5.4687738781922235e-08,651,14.96395669600791,0.9688414574925026,4,74,2019,10,27,6
2,0.0052132465180292804,5.4687738781922235e-08,651,26.38863391689687,0.8865486860100751,4,74,2019,10,25,4
2,7.053105267202861e-05,2.782358876629587e-08,83,28.275607862608364,0.9387634336544541,7,97,2019,10,27,6
2,0.09743851251206515,1.651596903684549e-08,565,13.885243966167826,0.8909532031182397,4,32,2019,10,5,5
2,0.7624143370792172,0.6751708418975149,140,5.717516943569122,0.8276014037403574,1,86,2019,10,13,6
2,0.025656841368517126,9.621752283806018e-08,521,20.344778199823168,0.8219162618119618,2,64,2019,10,28,0
2,0.6752096136388936,0.3040278766458968,83,5.070502933634888,0.8333133890145454,7,97,2019,10,31,3
